N,P,K,pH,EC,soil_temp_C,soil_moisture,crop,growth_stage,recommended_fertilizer
60,12,25,5.68,1.25,31,22,maize,maturity,NPK 12-32-16
24,25,43,5.98,1.27,20,54,wheat,flowering,DAP
20,17,38,5.7,1.42,20,52,maize,vegetative,Urea
36,21,36,6.88,0.93,37,48,rice,vegetative,NPK 19-19-19
41,12,15,5.56,0.79,24,22,wheat,flowering,NPK 14-35-14
53,26,32,6.74,1.14,36,24,sugarcane,flowering,NPK 14-35-14
64,30,29,5.78,0.92,20,33,wheat,flowering,DAP
60,27,26,7.39,1.09,38,55,soybean,flowering,NPK 14-35-14
48,20,49,7.37,0.92,18,47,rice,maturity,MOP
23,13,35,5.95,0.65,29,51,soybean,vegetative,NPK 19-19-19
24,25,19,6.73,0.97,38,37,maize,maturity,NPK 12-32-16
30,26,39,5.56,1.19,23,59,sugarcane,maturity,NPK 12-32-16
40,18,32,7.36,1.3,24,32,rice,flowering,NPK 14-35-14
54,15,27,6.55,0.99,19,21,sugarcane,vegetative,Single Super Phosphate
31,33,27,5.59,0.67,35,44,groundnut,maturity,NPK 12-32-16
45,29,46,6.18,0.91,32,39,rice,maturity,NPK 12-32-16
38,34,28,5.65,1.29,32,26,soybean,flowering,NPK 14-35-14
64,11,20,6.29,0.91,27,30,maize,vegetative,NPK 19-19-19
26,18,46,6.84,1.2,34,24,wheat,vegetative,Urea
66,30,40,6.44,1.01,35,48,sugarcane,vegetative,Urea
26,15,29,6.27,0.74,35,37,rice,maturity,MOP
45,12,23,5.74,1.3,32,27,rice,flowering,NPK 14-35-14
59,29,30,5.99,0.58,23,46,groundnut,vegetative,Single Super Phosphate
24,15,33,5.7,1.02,26,21,sugarcane,maturity,MOP
40,16,26,7.11,0.71,28,54,wheat,maturity,MOP
33,10,12,5.77,0.57,32,45,maize,vegetative,NPK 19-19-19
23,32,13,6.69,1.0,20,42,rice,flowering,DAP
42,10,19,6.19,1.0,36,24,rice,flowering,NPK 10-26-26
61,14,33,5.95,1.21,18,35,sugarcane,vegetative,Single Super Phosphate
39,15,36,6.78,1.24,34,30,sugarcane,maturity,NPK 12-32-16
34,22,13,6.41,1.23,28,38,rice,flowering,NPK 10-26-26
69,11,20,6.3,0.91,35,35,rice,maturity,NPK 12-32-16
64,24,20,6.69,1.13,28,51,groundnut,maturity,NPK 12-32-16
48,24,24,6.48,1.08,24,31,rice,flowering,NPK 10-26-26
27,22,17,6.11,0.92,18,21,soybean,maturity,NPK 12-32-16
60,34,41,6.62,1.1,29,41,rice,maturity,NPK 12-32-16
67,23,26,6.84,1.45,21,45,maize,vegetative,Urea
38,31,26,5.55,0.69,25,52,maize,flowering,NPK 14-35-14
67,16,18,6.43,1.41,32,43,groundnut,maturity,MOP
58,23,22,5.62,0.55,28,24,wheat,flowering,NPK 10-26-26
65,33,49,5.87,0.81,25,40,sugarcane,flowering,NPK 14-35-14
47,19,13,6.62,0.79,29,37,wheat,maturity,MOP
65,26,21,7.23,1.13,20,58,rice,flowering,NPK 10-26-26
46,23,28,7.27,0.63,38,24,sugarcane,vegetative,Single Super Phosphate
23,17,18,5.64,1.38,21,27,rice,vegetative,Single Super Phosphate
34,13,15,6.34,1.33,29,40,sugarcane,maturity,NPK 12-32-16
54,25,46,6.67,1.15,25,24,groundnut,flowering,DAP
56,33,47,5.79,0.96,27,32,soybean,maturity,NPK 12-32-16
20,22,42,7.03,1.43,18,38,soybean,flowering,NPK 10-26-26
22,31,36,6.99,1.33,30,48,soybean,maturity,MOP
66,34,24,7.31,1.0,24,21,groundnut,maturity,NPK 12-32-16
43,29,29,5.52,1.2,37,56,wheat,flowering,NPK 14-35-14
46,27,32,5.93,1.07,20,45,sugarcane,vegetative,NPK 19-19-19
59,23,12,7.15,1.09,33,48,wheat,maturity,NPK 12-32-16
55,27,47,6.84,0.83,29,24,sugarcane,vegetative,Single Super Phosphate
53,14,19,7.29,0.96,22,51,rice,flowering,NPK 10-26-26
48,18,32,5.61,0.58,35,57,soybean,maturity,MOP
43,12,32,6.69,0.86,25,21,soybean,flowering,NPK 10-26-26
43,17,38,6.64,1.2,29,24,sugarcane,vegetative,Urea
61,29,30,5.57,1.45,38,52,wheat,flowering,NPK 10-26-26
23,31,34,6.53,1.46,20,54,wheat,maturity,NPK 12-32-16
22,19,46,6.72,1.06,33,38,maize,vegetative,NPK 19-19-19
53,31,16,5.88,1.11,27,34,soybean,maturity,NPK 12-32-16
68,28,19,6.05,0.69,34,54,soybean,vegetative,Single Super Phosphate
42,30,22,6.78,1.2,27,27,wheat,flowering,NPK 14-35-14
42,12,27,6.44,0.57,20,20,soybean,flowering,NPK 14-35-14
64,20,35,7.22,0.78,19,57,wheat,maturity,MOP
24,20,32,6.18,1.17,31,41,maize,maturity,MOP
50,26,34,6.03,0.81,26,36,sugarcane,maturity,NPK 12-32-16
60,25,49,7.47,0.55,34,35,sugarcane,vegetative,Single Super Phosphate
25,16,19,7.32,1.33,21,20,maize,vegetative,NPK 19-19-19
56,13,18,5.56,0.81,39,22,soybean,maturity,NPK 12-32-16
29,32,13,7.04,0.56,32,25,rice,vegetative,Urea
59,28,41,5.72,0.57,30,22,soybean,vegetative,Single Super Phosphate
26,21,24,5.55,0.75,36,49,wheat,flowering,NPK 14-35-14
58,24,34,6.05,0.68,26,30,groundnut,flowering,NPK 10-26-26
57,20,40,6.04,1.27,21,46,rice,flowering,NPK 14-35-14
40,14,49,7.14,0.82,38,41,maize,maturity,NPK 12-32-16
39,14,48,6.92,1.3,25,25,sugarcane,flowering,NPK 10-26-26
22,24,31,7.46,0.67,32,57,sugarcane,flowering,NPK 14-35-14
41,27,44,6.92,0.99,31,50,soybean,vegetative,Urea
66,20,40,6.34,1.19,20,25,sugarcane,flowering,NPK 14-35-14
23,21,26,6.9,1.15,34,39,soybean,vegetative,Single Super Phosphate
47,11,34,7.5,1.1,25,30,wheat,flowering,NPK 10-26-26
31,29,14,6.92,1.42,31,21,wheat,maturity,MOP
57,24,48,7.02,0.73,30,50,maize,maturity,NPK 12-32-16
55,29,40,7.38,0.99,32,57,groundnut,flowering,NPK 10-26-26
66,13,19,5.73,1.38,28,45,wheat,flowering,DAP
60,31,33,6.91,0.58,32,46,soybean,flowering,NPK 14-35-14
24,27,40,7.2,0.56,29,50,sugarcane,maturity,NPK 12-32-16
32,15,13,7.41,0.73,39,43,wheat,vegetative,Urea
42,32,12,5.92,1.13,38,32,wheat,vegetative,Urea
69,28,31,6.51,0.76,26,44,soybean,flowering,NPK 10-26-26
49,20,32,6.86,0.69,39,56,wheat,maturity,NPK 12-32-16
56,33,48,5.99,0.96,32,44,sugarcane,vegetative,Single Super Phosphate
44,11,19,6.7,1.11,18,48,groundnut,flowering,DAP
67,17,38,6.02,0.75,29,50,sugarcane,maturity,MOP
46,20,46,6.17,0.8,23,58,groundnut,maturity,NPK 12-32-16
33,14,17,6.38,1.11,18,21,sugarcane,vegetative,Urea
67,27,30,6.56,1.45,39,31,sugarcane,maturity,NPK 12-32-16
66,32,29,6.4,1.17,36,24,rice,flowering,NPK 14-35-14
55,27,12,6.49,1.28,39,46,sugarcane,flowering,NPK 10-26-26
58,23,36,6.1,0.87,30,53,rice,vegetative,Single Super Phosphate
35,31,38,5.82,0.77,23,33,sugarcane,maturity,NPK 12-32-16
41,19,18,5.59,0.95,34,26,sugarcane,vegetative,NPK 19-19-19
40,12,40,5.89,1.31,30,56,soybean,vegetative,Single Super Phosphate
40,18,42,6.66,0.96,26,55,groundnut,maturity,MOP
27,12,47,7.07,1.35,25,29,sugarcane,vegetative,NPK 19-19-19
68,20,30,5.84,1.49,32,48,wheat,maturity,NPK 12-32-16
35,21,17,5.72,0.57,35,35,sugarcane,flowering,NPK 10-26-26
50,21,36,7.0,0.55,19,57,maize,vegetative,Single Super Phosphate
61,12,42,6.11,0.65,38,40,soybean,maturity,NPK 12-32-16
29,30,20,7.4,0.88,19,57,soybean,maturity,NPK 12-32-16
51,16,31,6.93,0.63,28,52,sugarcane,maturity,NPK 12-32-16
53,23,21,6.15,1.37,18,48,maize,vegetative,NPK 19-19-19
28,33,48,6.08,0.52,35,36,groundnut,flowering,DAP
36,20,38,6.55,0.82,38,32,sugarcane,vegetative,NPK 19-19-19
30,16,24,5.66,0.68,24,25,wheat,flowering,NPK 10-26-26
51,34,13,5.74,1.43,38,21,soybean,vegetative,NPK 19-19-19
29,30,32,5.85,1.17,34,27,soybean,vegetative,NPK 19-19-19
41,19,44,7.05,1.41,33,51,groundnut,vegetative,Urea
36,20,35,6.53,1.47,24,55,maize,flowering,NPK 10-26-26
23,24,45,5.52,1.0,39,28,rice,maturity,NPK 12-32-16
67,28,20,6.85,0.73,24,42,groundnut,vegetative,NPK 19-19-19
66,25,13,6.35,0.69,19,26,maize,vegetative,Urea
44,31,41,6.52,0.72,22,50,wheat,flowering,NPK 14-35-14
40,30,33,5.93,1.21,31,40,maize,vegetative,Single Super Phosphate
56,29,22,6.6,0.54,25,20,groundnut,maturity,MOP
57,21,28,7.46,0.55,29,21,rice,maturity,NPK 12-32-16
68,27,47,5.65,1.11,24,59,wheat,flowering,DAP
20,32,24,6.07,1.14,23,30,wheat,flowering,NPK 14-35-14
44,22,18,5.99,1.17,30,56,rice,maturity,NPK 12-32-16
55,14,27,6.0,0.87,39,37,sugarcane,maturity,MOP
36,13,44,6.26,1.31,29,43,maize,maturity,NPK 12-32-16
60,23,12,7.14,1.03,34,38,groundnut,flowering,DAP
43,17,22,7.33,0.61,33,24,wheat,maturity,MOP
21,18,17,5.9,1.3,18,48,groundnut,maturity,MOP
59,34,31,6.59,1.45,24,58,maize,maturity,MOP
34,28,46,6.77,0.56,20,21,rice,vegetative,Urea
51,12,48,6.54,0.89,23,36,soybean,flowering,NPK 14-35-14
58,14,37,6.37,0.99,38,30,rice,flowering,NPK 10-26-26
25,30,23,5.88,0.65,20,56,maize,flowering,NPK 10-26-26
20,27,41,6.48,1.37,39,32,wheat,flowering,NPK 10-26-26
66,10,39,6.3,0.78,20,48,maize,vegetative,Urea
42,17,38,7.09,1.28,25,51,soybean,vegetative,NPK 19-19-19
58,28,30,7.03,1.17,31,59,wheat,vegetative,Urea
36,26,16,5.77,1.1,26,27,soybean,vegetative,Single Super Phosphate
53,26,16,5.68,0.69,22,29,sugarcane,vegetative,Urea
60,20,38,7.32,0.72,32,44,groundnut,flowering,NPK 10-26-26
48,11,39,6.57,0.55,34,30,rice,flowering,DAP
28,15,37,7.22,0.74,27,47,sugarcane,flowering,DAP
32,31,38,5.62,0.85,25,52,maize,vegetative,Single Super Phosphate
25,23,32,6.55,1.33,35,58,sugarcane,maturity,MOP
25,12,12,6.58,0.87,23,45,rice,flowering,NPK 10-26-26
39,21,39,7.22,1.25,34,27,wheat,flowering,DAP
22,13,26,5.7,0.94,39,57,groundnut,maturity,NPK 12-32-16
36,21,28,5.98,1.28,21,45,soybean,vegetative,Urea
68,22,37,6.31,1.48,38,51,wheat,maturity,NPK 12-32-16
31,11,31,7.23,0.74,32,47,groundnut,maturity,NPK 12-32-16
67,11,36,7.38,1.36,27,26,sugarcane,flowering,DAP
66,24,24,7.49,1.12,30,54,maize,flowering,NPK 14-35-14
64,32,44,7.42,1.32,39,21,sugarcane,vegetative,NPK 19-19-19
20,26,36,5.51,1.15,18,41,rice,maturity,NPK 12-32-16
36,16,19,5.6,0.92,39,41,rice,vegetative,Urea
22,23,16,5.8,0.73,39,22,maize,maturity,MOP
45,21,17,6.2,0.57,26,27,groundnut,flowering,NPK 14-35-14
34,26,34,7.16,1.04,22,23,wheat,maturity,NPK 12-32-16
55,23,41,7.29,1.49,28,34,rice,vegetative,NPK 19-19-19
51,15,25,5.87,1.24,39,58,rice,maturity,NPK 12-32-16
51,28,34,6.74,0.83,39,31,maize,vegetative,Urea
23,33,22,7.33,1.33,38,48,wheat,maturity,NPK 12-32-16
37,15,42,6.43,1.27,38,28,sugarcane,flowering,NPK 10-26-26
68,27,17,5.71,0.78,21,59,soybean,flowering,NPK 14-35-14
38,33,22,6.42,0.51,37,39,maize,vegetative,Urea
62,14,24,6.25,0.62,33,53,wheat,flowering,DAP
54,33,23,6.66,1.38,35,45,soybean,maturity,MOP
59,33,13,6.38,1.34,25,40,maize,maturity,MOP
33,15,46,5.53,0.8,19,42,sugarcane,flowering,NPK 10-26-26
52,11,47,7.49,0.79,34,37,sugarcane,vegetative,Single Super Phosphate
33,17,28,6.59,1.29,27,43,wheat,maturity,MOP
53,24,39,6.45,1.44,30,48,wheat,vegetative,Urea
23,24,39,7.41,1.28,32,57,sugarcane,maturity,MOP
43,20,33,5.81,1.11,26,57,sugarcane,vegetative,NPK 19-19-19
48,31,49,5.88,0.74,25,32,maize,vegetative,Urea
38,31,18,7.12,1.03,23,51,groundnut,maturity,NPK 12-32-16
25,33,26,6.02,0.73,21,38,groundnut,maturity,NPK 12-32-16
52,10,43,7.1,1.31,35,36,wheat,vegetative,Single Super Phosphate
68,27,22,6.04,0.89,20,21,soybean,maturity,NPK 12-32-16
59,21,35,5.57,1.33,21,37,sugarcane,flowering,NPK 10-26-26
38,21,14,6.53,0.88,38,58,soybean,maturity,NPK 12-32-16
20,34,41,5.89,1.32,30,46,wheat,vegetative,Urea
24,20,17,7.02,0.83,37,33,wheat,maturity,MOP
46,17,13,6.78,0.94,28,34,rice,maturity,MOP
35,16,25,7.35,1.12,25,27,sugarcane,vegetative,Urea
25,32,29,7.07,0.57,31,28,groundnut,maturity,NPK 12-32-16
59,30,42,5.86,1.45,31,40,groundnut,vegetative,Single Super Phosphate
32,11,24,7.1,1.07,33,54,wheat,vegetative,NPK 19-19-19
67,20,37,6.78,1.01,31,33,wheat,vegetative,Single Super Phosphate
54,31,23,6.84,1.34,18,46,sugarcane,vegetative,Urea
38,19,29,7.16,1.37,19,27,rice,flowering,DAP
31,12,20,6.65,1.02,37,54,rice,flowering,DAP
35,29,32,6.43,1.43,18,37,rice,vegetative,Single Super Phosphate
62,19,35,6.77,0.56,28,33,rice,maturity,MOP
29,27,45,6.1,0.61,23,27,maize,flowering,NPK 14-35-14
44,23,19,5.87,1.1,32,27,sugarcane,vegetative,Single Super Phosphate
39,27,44,6.73,0.85,29,56,sugarcane,flowering,NPK 10-26-26
50,33,34,5.97,0.96,22,21,sugarcane,vegetative,Urea
23,17,24,5.66,0.83,29,36,groundnut,flowering,NPK 10-26-26
63,19,25,5.5,0.9,39,32,rice,vegetative,Urea
42,31,25,6.72,1.32,31,33,rice,flowering,DAP
21,22,27,6.22,1.09,31,28,groundnut,flowering,NPK 10-26-26
41,30,49,7.0,1.5,36,46,groundnut,maturity,MOP
56,17,37,6.25,1.29,22,39,wheat,flowering,DAP
27,13,37,6.47,0.77,20,57,maize,maturity,MOP
26,13,12,6.31,0.76,35,31,groundnut,flowering,NPK 10-26-26
33,14,43,6.8,0.84,23,41,sugarcane,vegetative,Urea
22,10,26,6.21,1.34,26,56,maize,maturity,MOP
69,26,32,7.43,0.53,24,58,groundnut,flowering,NPK 10-26-26
35,11,29,7.37,0.73,38,50,sugarcane,maturity,MOP
38,17,41,7.2,1.4,35,32,rice,vegetative,NPK 19-19-19
37,16,24,7.34,1.14,19,20,rice,vegetative,Single Super Phosphate
35,24,35,6.4,0.73,37,57,sugarcane,vegetative,Urea
27,34,41,6.57,0.72,27,59,soybean,vegetative,Urea
52,14,13,6.98,1.36,29,28,rice,vegetative,Urea
68,11,30,6.89,1.39,19,58,wheat,maturity,NPK 12-32-16
31,16,36,7.28,0.76,30,29,groundnut,maturity,NPK 12-32-16
30,17,25,6.93,0.92,25,48,rice,flowering,NPK 10-26-26
24,16,17,7.5,1.33,24,59,wheat,flowering,NPK 10-26-26
46,16,23,6.2,1.27,20,49,maize,vegetative,Single Super Phosphate
31,23,31,7.17,1.31,25,21,rice,vegetative,NPK 19-19-19
36,30,34,6.9,1.02,38,37,groundnut,maturity,NPK 12-32-16
25,27,41,6.88,1.41,18,47,rice,vegetative,NPK 19-19-19
52,15,41,6.15,0.83,32,51,groundnut,vegetative,Single Super Phosphate
24,13,49,7.07,0.66,18,43,maize,vegetative,Single Super Phosphate
47,19,41,7.3,1.21,29,57,groundnut,flowering,DAP
33,27,41,5.94,1.04,28,33,wheat,maturity,NPK 12-32-16
24,21,47,6.75,1.35,33,44,soybean,flowering,NPK 10-26-26
52,25,45,6.28,0.58,21,44,groundnut,vegetative,Urea
69,34,27,7.48,1.34,19,51,groundnut,vegetative,Urea
67,16,35,6.46,0.79,20,46,wheat,flowering,NPK 14-35-14
60,15,25,5.96,1.15,21,51,sugarcane,flowering,NPK 14-35-14
38,14,37,6.26,0.54,35,50,sugarcane,maturity,MOP
41,12,19,6.81,1.11,29,43,sugarcane,vegetative,Urea
24,21,25,5.65,1.22,18,54,groundnut,vegetative,NPK 19-19-19
21,24,42,6.71,0.87,20,49,maize,flowering,NPK 14-35-14
49,19,13,7.36,0.72,21,52,wheat,maturity,MOP
66,29,15,7.2,1.04,23,52,groundnut,maturity,MOP
58,28,12,5.64,1.33,34,46,rice,vegetative,Single Super Phosphate
23,25,31,7.49,0.82,25,52,groundnut,vegetative,Urea
52,20,25,6.9,0.75,35,52,sugarcane,flowering,DAP
32,17,36,5.82,0.78,33,23,wheat,vegetative,Single Super Phosphate
39,12,36,5.52,1.45,38,49,rice,flowering,NPK 10-26-26
26,32,14,5.84,0.86,23,34,wheat,vegetative,Single Super Phosphate
34,16,16,7.18,0.5,36,48,maize,vegetative,Urea
42,32,49,5.54,1.28,38,47,sugarcane,vegetative,Urea
33,16,37,5.97,1.2,25,51,soybean,maturity,NPK 12-32-16
42,23,49,7.01,0.63,21,55,groundnut,vegetative,Urea
38,11,49,6.67,1.48,26,49,sugarcane,vegetative,NPK 19-19-19
48,19,15,7.07,1.11,25,57,sugarcane,maturity,NPK 12-32-16
39,28,18,6.99,1.0,38,31,maize,maturity,MOP
48,18,41,5.6,0.88,36,22,rice,vegetative,NPK 19-19-19
43,25,41,7.29,1.4,18,34,sugarcane,maturity,NPK 12-32-16
37,28,30,5.95,0.74,38,29,rice,maturity,MOP
29,27,46,6.61,0.79,38,41,rice,maturity,MOP
60,18,44,6.79,0.62,21,42,maize,maturity,NPK 12-32-16
27,25,44,5.84,1.26,27,30,sugarcane,flowering,NPK 14-35-14
45,22,25,7.45,1.1,25,35,groundnut,vegetative,NPK 19-19-19
48,19,49,6.48,1.11,20,35,maize,flowering,DAP
29,34,21,5.62,0.72,29,33,maize,vegetative,Single Super Phosphate
36,29,39,7.37,1.15,26,25,soybean,maturity,NPK 12-32-16
21,23,25,6.67,1.27,20,36,groundnut,flowering,NPK 10-26-26
25,21,47,6.9,0.86,21,50,maize,maturity,NPK 12-32-16
24,34,49,6.55,1.3,23,29,soybean,maturity,NPK 12-32-16
47,28,27,7.17,0.85,26,39,rice,maturity,NPK 12-32-16
60,16,32,5.57,1.26,19,28,groundnut,vegetative,NPK 19-19-19
24,32,39,6.04,0.53,19,34,groundnut,maturity,NPK 12-32-16
37,24,44,6.44,1.05,35,58,rice,vegetative,Urea
45,25,17,5.65,1.47,38,21,wheat,vegetative,Urea
39,17,26,6.91,1.48,39,23,groundnut,maturity,MOP
60,19,14,6.29,0.78,20,43,wheat,vegetative,Single Super Phosphate
68,13,46,6.05,0.94,20,37,rice,flowering,NPK 14-35-14
46,28,25,5.51,0.56,35,30,sugarcane,vegetative,Single Super Phosphate
68,28,13,6.94,1.37,23,56,wheat,maturity,MOP
31,30,40,7.17,1.07,18,45,maize,maturity,MOP
26,24,15,6.29,0.89,32,27,groundnut,flowering,NPK 14-35-14
22,23,37,6.63,0.61,28,41,wheat,flowering,NPK 10-26-26
29,10,23,5.96,1.45,27,24,groundnut,vegetative,Urea
53,25,13,6.74,1.03,21,21,rice,vegetative,NPK 19-19-19
44,19,28,5.52,0.78,31,24,sugarcane,flowering,DAP
54,28,46,6.48,0.85,19,54,rice,maturity,MOP
35,31,21,6.79,0.77,30,51,sugarcane,maturity,MOP
21,12,33,7.34,1.1,33,38,groundnut,flowering,NPK 10-26-26
43,14,32,6.26,1.43,29,58,wheat,flowering,NPK 10-26-26
29,18,26,7.03,1.36,39,23,maize,maturity,MOP
57,27,46,6.7,0.96,22,42,maize,maturity,NPK 12-32-16
41,20,32,7.35,1.33,36,38,rice,vegetative,NPK 19-19-19
45,25,32,6.3,0.92,20,45,groundnut,flowering,DAP
62,11,32,6.14,0.75,38,45,sugarcane,flowering,NPK 10-26-26
58,21,43,7.27,1.48,37,26,wheat,flowering,NPK 10-26-26
46,31,16,5.6,0.8,38,51,sugarcane,maturity,MOP
48,15,20,5.77,0.82,19,52,sugarcane,vegetative,Single Super Phosphate
66,20,29,5.66,1.49,34,45,sugarcane,maturity,MOP
57,17,32,7.19,0.63,38,43,groundnut,flowering,NPK 14-35-14
39,21,19,5.52,1.26,28,42,wheat,flowering,NPK 14-35-14
46,11,45,7.22,1.44,18,57,groundnut,flowering,DAP
60,18,21,6.4,1.01,36,45,sugarcane,flowering,DAP
39,24,35,5.51,0.5,25,50,groundnut,flowering,NPK 14-35-14
63,11,35,6.3,0.88,28,25,maize,maturity,NPK 12-32-16
38,10,43,5.87,0.61,25,50,rice,vegetative,Urea
39,19,44,6.75,0.92,34,59,soybean,flowering,DAP
54,11,49,6.86,1.29,37,31,sugarcane,flowering,NPK 10-26-26
66,21,45,6.48,0.94,23,36,maize,flowering,DAP
21,32,22,5.58,0.93,24,45,groundnut,maturity,MOP
49,17,42,6.81,1.06,38,22,maize,maturity,NPK 12-32-16
53,14,29,7.18,1.08,30,34,rice,flowering,NPK 14-35-14
41,31,34,6.94,1.36,24,57,rice,flowering,NPK 14-35-14
22,10,33,7.16,0.81,28,43,soybean,flowering,DAP
25,24,29,5.9,1.32,27,49,soybean,flowering,DAP
34,15,31,7.28,1.07,25,55,soybean,flowering,NPK 14-35-14
46,21,24,6.14,0.8,27,46,wheat,maturity,NPK 12-32-16
29,17,12,5.53,0.8,39,41,wheat,flowering,DAP
28,22,15,7.19,0.86,28,21,maize,flowering,NPK 14-35-14
52,28,35,7.38,1.12,37,26,groundnut,flowering,NPK 14-35-14
51,10,47,6.81,0.73,34,35,rice,maturity,NPK 12-32-16
67,20,47,5.96,1.42,28,43,sugarcane,flowering,NPK 10-26-26
25,29,13,6.0,1.07,33,49,rice,maturity,MOP
60,10,39,6.43,1.42,22,20,wheat,vegetative,Urea
55,17,37,7.3,0.55,27,46,maize,maturity,MOP
21,14,34,5.8,0.84,37,28,sugarcane,flowering,DAP
48,26,26,7.15,0.52,22,26,soybean,maturity,NPK 12-32-16
23,17,47,6.08,0.77,37,24,soybean,flowering,NPK 14-35-14
20,34,38,7.12,1.36,26,49,wheat,maturity,MOP
38,19,17,7.34,0.54,20,46,maize,maturity,MOP
45,11,46,6.35,0.94,20,29,groundnut,vegetative,Single Super Phosphate
44,18,49,6.23,0.62,27,44,rice,maturity,MOP
29,33,46,7.1,0.92,24,37,wheat,vegetative,Single Super Phosphate
34,32,47,6.56,1.34,19,26,groundnut,vegetative,NPK 19-19-19
41,12,21,6.87,1.12,25,50,groundnut,maturity,MOP
67,27,41,6.75,1.24,29,51,rice,maturity,NPK 12-32-16
40,16,49,5.81,0.85,39,30,sugarcane,maturity,NPK 12-32-16
41,24,40,7.19,1.44,26,29,rice,vegetative,Single Super Phosphate
55,30,15,5.89,1.21,28,41,sugarcane,flowering,DAP
53,31,16,7.36,0.92,36,50,groundnut,flowering,DAP
49,29,15,6.0,0.93,37,33,maize,vegetative,Single Super Phosphate
44,27,47,6.97,1.42,34,22,wheat,vegetative,Urea
64,34,27,6.07,1.08,30,43,rice,maturity,NPK 12-32-16
47,12,36,6.14,1.21,18,33,maize,maturity,NPK 12-32-16
20,32,25,6.12,0.92,18,35,maize,flowering,NPK 14-35-14
68,23,22,7.0,0.72,25,47,rice,flowering,NPK 10-26-26
64,33,40,6.61,1.22,30,54,soybean,flowering,NPK 14-35-14
23,11,45,7.27,1.11,23,59,groundnut,maturity,NPK 12-32-16
26,23,33,6.11,1.0,20,21,soybean,maturity,NPK 12-32-16
68,31,25,6.88,1.12,33,53,sugarcane,vegetative,Urea
28,20,35,7.01,0.71,27,37,maize,maturity,NPK 12-32-16
55,25,37,5.8,1.29,24,26,wheat,flowering,NPK 10-26-26
38,17,47,6.3,1.45,39,57,wheat,vegetative,Urea
20,16,27,6.47,1.39,38,26,maize,maturity,NPK 12-32-16
29,20,49,6.21,0.82,20,23,soybean,flowering,DAP
55,12,43,6.14,0.91,31,35,groundnut,maturity,MOP
28,26,17,6.87,1.31,33,25,maize,vegetative,Single Super Phosphate
64,23,45,5.93,1.1,21,39,sugarcane,maturity,NPK 12-32-16
65,15,19,6.92,1.05,30,50,maize,flowering,NPK 10-26-26
61,17,41,7.37,1.43,18,38,rice,vegetative,Single Super Phosphate
51,31,38,6.63,1.04,22,41,soybean,flowering,NPK 10-26-26
51,14,18,6.72,1.01,35,40,rice,vegetative,Single Super Phosphate
25,17,38,5.64,0.54,29,37,rice,maturity,NPK 12-32-16
67,11,36,7.23,0.57,28,51,maize,maturity,MOP
57,24,26,6.07,0.51,26,53,groundnut,flowering,DAP
36,21,36,6.73,1.41,24,46,maize,maturity,MOP
29,26,33,7.46,0.91,31,57,groundnut,vegetative,Urea
69,10,29,6.69,0.97,20,49,wheat,maturity,NPK 12-32-16
46,24,23,6.95,1.35,33,52,groundnut,maturity,MOP
69,23,34,6.39,1.11,24,46,rice,maturity,MOP
54,29,36,5.62,1.11,18,42,maize,maturity,NPK 12-32-16
40,31,21,7.1,0.8,23,38,wheat,maturity,MOP
44,25,41,5.57,1.33,23,50,rice,maturity,MOP
47,18,21,6.9,0.67,27,23,wheat,maturity,NPK 12-32-16
66,10,45,5.55,0.55,29,38,soybean,maturity,MOP
34,26,24,7.22,0.69,39,57,sugarcane,flowering,NPK 10-26-26
23,22,40,5.82,0.77,36,59,rice,flowering,NPK 10-26-26
48,30,49,6.53,0.78,23,41,maize,maturity,MOP
28,30,20,6.69,1.17,31,28,groundnut,flowering,NPK 14-35-14
46,14,24,6.42,0.72,20,50,soybean,maturity,NPK 12-32-16
45,19,48,6.18,1.18,27,29,wheat,maturity,NPK 12-32-16
38,15,25,6.44,0.59,26,29,sugarcane,maturity,MOP
47,33,48,6.12,0.65,37,49,groundnut,flowering,DAP
36,28,20,6.38,1.01,36,29,rice,vegetative,NPK 19-19-19
62,34,19,6.22,1.42,39,55,sugarcane,maturity,MOP
60,22,14,6.63,1.36,32,37,soybean,maturity,MOP
61,10,44,5.98,1.47,26,38,sugarcane,vegetative,Urea
69,29,43,7.48,1.15,36,42,rice,flowering,NPK 14-35-14
39,34,18,6.5,1.18,25,23,soybean,vegetative,NPK 19-19-19
64,24,30,5.89,1.13,39,31,wheat,maturity,NPK 12-32-16
59,23,45,6.45,1.12,21,43,rice,vegetative,NPK 19-19-19
58,17,25,7.23,0.65,22,32,sugarcane,maturity,MOP
68,19,30,5.54,1.04,36,23,rice,flowering,NPK 14-35-14
42,18,37,6.86,0.89,31,46,soybean,flowering,DAP
66,26,28,6.6,0.94,35,57,sugarcane,flowering,DAP
51,18,39,5.84,1.02,36,58,wheat,maturity,MOP
66,12,30,7.13,0.63,23,27,groundnut,flowering,NPK 14-35-14
52,20,38,6.24,0.86,22,45,maize,vegetative,NPK 19-19-19
65,21,30,6.09,0.56,28,53,wheat,flowering,DAP
24,19,44,7.16,1.48,22,28,rice,maturity,NPK 12-32-16
62,34,18,6.78,0.62,25,29,maize,vegetative,NPK 19-19-19
67,26,40,7.3,0.76,22,20,groundnut,vegetative,Single Super Phosphate
53,26,16,6.76,1.39,28,27,groundnut,vegetative,NPK 19-19-19
59,34,41,6.98,0.98,30,29,soybean,vegetative,NPK 19-19-19
